Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
1998-99,07-02-1999,Extremadura,Barcelona,1,2,A,1,1,D
1998-99,07-02-1999,Real Madrid,Valladolid,3,2,H,1,0,H
1998-99,07-02-1999,Salamanca,Ath Madrid,2,1,H,2,1,H
1998-99,07-02-1999,Santander,Ath Bilbao,2,0,H,1,0,H
1998-99,07-02-1999,Sociedad,Tenerife,1,1,D,0,1,A
1998-99,07-02-1999,Zaragoza,Betis,2,2,D,2,1,H
1998-99,13-02-1999,Ath Madrid,Espanol,1,2,A,1,1,D
1998-99,13-02-1999,La Coruna,Salamanca,1,0,H,0,0,D
1998-99,13-02-1999,Mallorca,Sociedad,1,0,H,0,0,D
1998-99,14-02-1999,Ath Bilbao,Extremadura,0,0,D,0,0,D
1998-99,14-02-1999,Barcelona,Real Madrid,3,0,H,2,0,H
1998-99,14-02-1999,Betis,Santander,1,1,D,0,1,A
1998-99,14-02-1999,Tenerife,Oviedo,0,2,A,0,1,A
1998-99,14-02-1999,Valladolid,Celta,2,1,H,1,0,H
1998-99,14-02-1999,Villareal,Valencia,1,0,H,0,0,D
1998-99,14-02-1999,Zaragoza,Alaves,1,1,D,1,1,D
1998-99,20-02-1999,Extremadura,Betis,2,1,H,0,0,D
1998-99,20-02-1999,Real Madrid,Ath Bilbao,0,1,A,0,0,D
1998-99,20-02-1999,Santander,Zaragoza,2,4,A,1,2,A
1998-99,21-02-1999,Alaves,Tenerife,3,1,H,2,1,H
1998-99,21-02-1999,Celta,Barcelona,0,0,D,0,0,D
1998-99,21-02-1999,Espanol,La Coruna,2,2,D,1,0,H
1998-99,21-02-1999,Oviedo,Mallorca,1,3,A,1,1,D
1998-99,21-02-1999,Salamanca,Villareal,1,0,H,1,0,H
1998-99,21-02-1999,Sociedad,Ath Madrid,3,2,H,1,2,A
1998-99,21-02-1999,Valencia,Valladolid,0,1,A,0,0,D
1998-99,27-02-1999,Ath Bilbao,Celta,0,0,D,0,0,D
1998-99,27-02-1999,Ath Madrid,Oviedo,0,0,D,0,0,D
1998-99,27-02-1999,Barcelona,Valencia,2,4,A,1,2,A
1998-99,27-02-1999,Betis,Real Madrid,3,2,H,1,1,D
1998-99,28-02-1999,La Coruna,Sociedad,0,1,A,0,0,D
1998-99,28-02-1999,Mallorca,Tenerife,1,1,D,1,1,D
1998-99,28-02-1999,Santander,Alaves,2,0,H,1,0,H
1998-99,28-02-1999,Valladolid,Salamanca,4,1,H,1,0,H
1998-99,28-02-1999,Villareal,Espanol,2,2,D,1,0,H
1998-99,28-02-1999,Zaragoza,Extremadura,3,1,H,1,0,H
1998-99,06-03-1999,Oviedo,La Coruna,1,2,A,0,1,A
1998-99,07-03-1999,Alaves,Mallorca,2,0,H,0,0,D
1998-99,07-03-1999,Celta,Betis,4,0,H,2,0,H
1998-99,07-03-1999,Espanol,Valladolid,0,2,A,0,1,A
1998-99,07-03-1999,Extremadura,Santander,0,3,A,0,1,A
1998-99,07-03-1999,Real Madrid,Zaragoza,3,2,H,1,0,H
1998-99,07-03-1999,Salamanca,Barcelona,1,4,A,0,3,A
1998-99,07-03-1999,Sociedad,Villareal,1,1,D,1,0,H
1998-99,07-03-1999,Tenerife,Ath Madrid,1,0,H,1,0,H
1998-99,07-03-1999,Valencia,Ath Bilbao,4,1,H,0,1,A
1998-99,13-03-1999,Ath Madrid,Mallorca,1,2,A,1,2,A
1998-99,13-03-1999,Betis,Valencia,0,1,A,0,1,A
1998-99,13-03-1999,Santander,Real Madrid,1,3,A,1,0,H
1998-99,13-03-1999,Zaragoza,Celta,0,1,A,0,1,A
1998-99,14-03-1999,Ath Bilbao,Salamanca,1,0,H,0,0,D
1998-99,14-03-1999,Barcelona,Espanol,3,0,H,2,0,H
1998-99,14-03-1999,Extremadura,Alaves,1,0,H,0,0,D
1998-99,14-03-1999,La Coruna,Tenerife,2,0,H,1,0,H
1998-99,14-03-1999,Valladolid,Sociedad,0,0,D,0,0,D
1998-99,14-03-1999,Villareal,Oviedo,0,0,D,0,0,D
1998-99,20-03-1999,Espanol,Ath Bilbao,1,1,D,1,0,H
1998-99,21-03-1999,Alaves,Ath Madrid,2,0,H,0,0,D
1998-99,21-03-1999,Celta,Santander,3,0,H,1,0,H
1998-99,21-03-1999,Mallorca,La Coruna,1,2,A,0,1,A
1998-99,21-03-1999,Oviedo,Valladolid,0,0,D,0,0,D
1998-99,21-03-1999,Real Madrid,Extremadura,2,0,H,1,0,H
1998-99,21-03-1999,Salamanca,Betis,1,3,A,0,1,A
1998-99,21-03-1999,Sociedad,Barcelona,0,2,A,0,1,A
1998-99,21-03-1999,Tenerife,Villareal,2,2,D,1,0,H
1998-99,21-03-1999,Valencia,Zaragoza,1,1,D,0,1,A
1998-99,03-04-1999,La Coruna,Ath Madrid,1,1,D,0,1,A
1998-99,03-04-1999,Santander,Valencia,0,1,A,0,0,D
1998-99,04-04-1999,Ath Bilbao,Sociedad,0,0,D,0,0,D
1998-99,04-04-1999,Barcelona,Oviedo,3,1,H,2,1,H
1998-99,04-04-1999,Betis,Espanol,0,1,A,0,0,D
1998-99,04-04-1999,Extremadura,Celta,1,1,D,0,0,D
1998-99,04-04-1999,Real Madrid,Alaves,3,2,H,1,2,A
1998-99,04-04-1999,Valladolid,Tenerife,2,1,H,1,0,H
1998-99,04-04-1999,Villareal,Mallorca,0,2,A,0,0,D
1998-99,04-04-1999,Zaragoza,Salamanca,2,0,H,2,0,H
1998-99,10-04-1999,Tenerife,Barcelona,2,3,A,1,2,A
1998-99,11-04-1999,Alaves,La Coruna,2,1,H,1,1,D
1998-99,11-04-1999,Ath Madrid,Villareal,2,2,D,0,2,A
1998-99,11-04-1999,Celta,Real Madrid,5,1,H,4,1,H
1998-99,11-04-1999,Espanol,Zaragoza,2,1,H,1,0,H
1998-99,11-04-1999,Mallorca,Valladolid,1,0,H,0,0,D
1998-99,11-04-1999,Oviedo,Ath Bilbao,0,0,D,0,0,D
1998-99,11-04-1999,Salamanca,Santander,1,2,A,0,1,A
1998-99,11-04-1999,Sociedad,Betis,1,0,H,0,0,D
1998-99,11-04-1999,Valencia,Extremadura,1,1,D,0,0,D
1998-99,17-04-1999,Barcelona,Mallorca,2,1,H,2,0,H
1998-99,17-04-1999,Valladolid,Ath Madrid,1,0,H,0,0,D
1998-99,18-04-1999,Ath Bilbao,Tenerife,2,0,H,0,0,D
1998-99,18-04-1999,Betis,Oviedo,5,0,H,2,0,H
1998-99,18-04-1999,Celta,Alaves,1,1,D,0,0,D
1998-99,18-04-1999,Extremadura,Salamanca,1,1,D,1,1,D
1998-99,18-04-1999,Real Madrid,Valencia,3,1,H,2,0,H
1998-99,18-04-1999,Santander,Espanol,0,2,A,0,1,A
1998-99,18-04-1999,Villareal,La Coruna,1,2,A,0,2,A
1998-99,18-04-1999,Zaragoza,Sociedad,1,1,D,0,1,A
1998-99,24-04-1999,Valencia,Celta,2,2,D,1,1,D
1998-99,25-04-1999,Alaves,Villareal,2,1,H,0,0,D
1998-99,25-04-1999,Ath Madrid,Barcelona,1,1,D,0,0,D
1998-99,25-04-1999,Espanol,Extremadura,0,0,D,0,0,D
1998-99,25-04-1999,La Coruna,Valladolid,3,0,H,2,0,H
1998-99,25-04-1999,Mallorca,Ath Bilbao,6,1,H,3,0,H
1998-99,25-04-1999,Oviedo,Zaragoza,1,2,A,0,0,D
1998-99,25-04-1999,Salamanca,Real Madrid,1,1,D,0,0,D
1998-99,25-04-1999,Sociedad,Santander,2,0,H,0,0,D
1998-99,25-04-1999,Tenerife,Betis,3,2,H,1,2,A
1998-99,01-05-1999,Real Madrid,Espanol,2,0,H,2,0,H
1998-99,01-05-1999,Valencia,Alaves,5,0,H,2,0,H
1998-99,02-05-1999,Ath Bilbao,Ath Madrid,1,2,A,1,1,D
1998-99,02-05-1999,Barcelona,La Coruna,4,0,H,3,0,H
1998-99,02-05-1999,Betis,Mallorca,1,3,A,0,1,A
1998-99,02-05-1999,Celta,Salamanca,1,0,H,0,0,D
1998-99,02-05-1999,Extremadura,Sociedad,1,0,H,1,0,H
1998-99,02-05-1999,Santander,Oviedo,0,0,D,0,0,D
1998-99,02-05-1999,Valladolid,Villareal,1,0,H,0,0,D
1998-99,02-05-1999,Zaragoza,Tenerife,3,1,H,1,1,D
1998-99,08-05-1999,Sociedad,Real Madrid,3,2,H,1,0,H
1998-99,09-05-1999,Alaves,Valladolid,2,0,H,1,0,H
1998-99,09-05-1999,Ath Madrid,Betis,2,3,A,2,0,H
1998-99,09-05-1999,Espanol,Celta,3,0,H,0,0,D
1998-99,09-05-1999,La Coruna,Ath Bilbao,1,1,D,0,1,A
1998-99,09-05-1999,Mallorca,Zaragoza,1,0,H,1,0,H
1998-99,09-05-1999,Oviedo,Extremadura,1,0,H,0,0,D
1998-99,09-05-1999,Salamanca,Valencia,0,1,A,0,1,A
1998-99,09-05-1999,Tenerife,Santander,2,2,D,1,0,H
1998-99,09-05-1999,Villareal,Barcelona,2,3,A,1,0,H
1998-99,14-05-1999,Santander,Mallorca,1,0,H,0,0,D
1998-99,15-05-1999,Barcelona,Valladolid,1,1,D,0,0,D
1998-99,16-05-1999,Ath Bilbao,Villareal,2,0,H,2,0,H
1998-99,16-05-1999,Betis,La Coruna,0,3,A,0,2,A
1998-99,16-05-1999,Celta,Sociedad,2,2,D,1,2,A
1998-99,16-05-1999,Extremadura,Tenerife,1,0,H,0,0,D
1998-99,16-05-1999,Real Madrid,Oviedo,2,1,H,1,1,D
1998-99,16-05-1999,Salamanca,Alaves,1,0,H,1,0,H
1998-99,16-05-1999,Valencia,Espanol,1,2,A,0,0,D
1998-99,16-05-1999,Zaragoza,Ath Madrid,2,0,H,1,0,H
1998-99,22-05-1999,Alaves,Barcelona,1,4,A,0,1,A
1998-99,23-05-1999,Ath Madrid,Santander,1,1,D,0,0,D
1998-99,23-05-1999,Espanol,Salamanca,4,0,H,2,0,H
1998-99,23-05-1999,La Coruna,Zaragoza,2,1,H,1,0,H
1998-99,23-05-1999,Mallorca,Extremadura,2,0,H,1,0,H
1998-99,23-05-1999,Oviedo,Celta,1,3,A,0,1,A
1998-99,23-05-1999,Sociedad,Valencia,1,1,D,0,0,D
1998-99,23-05-1999,Tenerife,Real Madrid,2,3,A,0,2,A
1998-99,23-05-1999,Valladolid,Ath Bilbao,0,3,A,0,0,D
1998-99,23-05-1999,Villareal,Betis,3,4,A,1,2,A
1998-99,29-05-1999,Ath Bilbao,Barcelona,1,3,A,0,1,A
1998-99,29-05-1999,Valencia,Oviedo,3,0,H,1,0,H
1998-99,30-05-1999,Betis,Valladolid,2,0,H,1,0,H
1998-99,30-05-1999,Celta,Tenerife,2,0,H,1,0,H
1998-99,30-05-1999,Espanol,Alaves,3,0,H,2,0,H
1998-99,30-05-1999,Extremadura,Ath Madrid,2,1,H,1,1,D
1998-99,30-05-1999,Real Madrid,Mallorca,2,1,H,1,0,H
1998-99,30-05-1999,Salamanca,Sociedad,0,1,A,0,0,D
1998-99,30-05-1999,Santander,La Coruna,1,1,D,0,0,D
1998-99,30-05-1999,Zaragoza,Villareal,4,0,H,1,0,H
1998-99,12-06-1999,Ath Madrid,Real Madrid,3,1,H,2,1,H
1998-99,12-06-1999,La Coruna,Extremadura,1,1,D,0,1,A
1998-99,12-06-1999,Valladolid,Zaragoza,1,1,D,0,0,D
1998-99,13-06-1999,Ath Bilbao,Alaves,5,0,H,1,0,H
1998-99,13-06-1999,Barcelona,Betis,4,1,H,3,0,H
1998-99,13-06-1999,Mallorca,Celta,2,0,H,1,0,H
1998-99,13-06-1999,Oviedo,Salamanca,3,2,H,1,2,A
1998-99,13-06-1999,Sociedad,Espanol,1,2,A,1,0,H
1998-99,13-06-1999,Tenerife,Valencia,3,2,H,1,1,D
1998-99,13-06-1999,Villareal,Santander,3,0,H,2,0,H
1998-99,19-06-1999,Salamanca,Tenerife,1,2,A,0,1,A
1998-99,19-06-1999,Santander,Valladolid,0,2,A,0,2,A
1998-99,20-06-1999,Alaves,Sociedad,2,1,H,2,0,H
1998-99,20-06-1999,Betis,Ath Bilbao,1,4,A,0,2,A
1998-99,20-06-1999,Celta,Ath Madrid,0,1,A,0,1,A
1998-99,20-06-1999,Espanol,Oviedo,2,1,H,0,1,A
1998-99,20-06-1999,Extremadura,Villareal,2,2,D,0,1,A
1998-99,20-06-1999,Real Madrid,La Coruna,3,1,H,2,0,H
1998-99,20-06-1999,Valencia,Mallorca,3,0,H,1,0,H
1998-99,20-06-1999,Zaragoza,Barcelona,2,0,H,1,0,H
1999-2000,21-08-1999,Ath Bilbao,Betis,1,0,H,0,0,D
1999-2000,21-08-1999,Mallorca,Real Madrid,1,2,A,0,0,D
1999-2000,21-08-1999,Valencia,Santander,1,2,A,0,1,A
1999-2000,22-08-1999,Ath Madrid,Vallecano,0,2,A,0,1,A
1999-2000,22-08-1999,Barcelona,Zaragoza,2,0,H,0,0,D
1999-2000,22-08-1999,La Coruna,Alaves,4,1,H,3,1,H
1999-2000,22-08-1999,Malaga,Espanol,1,0,H,0,0,D
1999-2000,22-08-1999,Numancia,Valladolid,1,0,H,1,0,H
1999-2000,22-08-1999,Oviedo,Celta,1,0,H,0,0,D
1999-2000,22-08-1999,Sevilla,Sociedad,2,2,D,2,1,H
1999-2000,28-08-1999,Sociedad,Ath Madrid,4,1,H,0,1,A
1999-2000,29-08-1999,Alaves,Malaga,2,1,H,0,1,A
1999-2000,29-08-1999,Betis,La Coruna,0,0,D,0,0,D
1999-2000,29-08-1999,Celta,Sevilla,2,1,H,1,0,H
1999-2000,29-08-1999,Espanol,Valencia,3,2,H,2,0,H
1999-2000,29-08-1999,Real Madrid,Numancia,4,1,H,0,0,D
1999-2000,29-08-1999,Santander,Barcelona,1,2,A,0,2,A
1999-2000,29-08-1999,Valladolid,Ath Bilbao,1,0,H,1,0,H
1999-2000,29-08-1999,Vallecano,Mallorca,2,1,H,0,1,A
1999-2000,29-08-1999,Zaragoza,Oviedo,4,0,H,2,0,H
1999-2000,11-09-1999,Barcelona,Espanol,3,0,H,0,0,D
1999-2000,11-09-1999,La Coruna,Valladolid,2,0,H,2,0,H
1999-2000,11-09-1999,Valencia,Alaves,0,2,A,0,0,D
1999-2000,12-09-1999,Ath Bilbao,Real Madrid,2,2,D,2,1,H
1999-2000,12-09-1999,Ath Madrid,Celta,1,2,A,1,1,D
1999-2000,12-09-1999,Malaga,Betis,3,0,H,1,0,H
1999-2000,12-09-1999,Mallorca,Numancia,3,0,H,3,0,H
1999-2000,12-09-1999,Oviedo,Santander,1,2,A,0,2,A
1999-2000,12-09-1999,Sevilla,Zaragoza,0,0,D,0,0,D
1999-2000,12-09-1999,Vallecano,Sociedad,2,1,H,1,0,H
1999-2000,18-09-1999,Alaves,Barcelona,2,1,H,1,1,D
1999-2000,18-09-1999,Betis,Valencia,1,0,H,1,0,H
1999-2000,18-09-1999,Espanol,Oviedo,2,1,H,0,1,A
1999-2000,18-09-1999,Real Madrid,La Coruna,1,1,D,0,0,D
1999-2000,18-09-1999,Valladolid,Malaga,4,2,H,1,1,D
1999-2000,19-09-1999,Celta,Vallecano,0,1,A,0,0,D
1999-2000,19-09-1999,Numancia,Ath Bilbao,1,1,D,1,1,D
1999-2000,19-09-1999,Santander,Sevilla,2,2,D,1,2,A
1999-2000,19-09-1999,Sociedad,Mallorca,2,1,H,1,0,H
1999-2000,19-09-1999,Zaragoza,Ath Madrid,1,1,D,1,1,D
1999-2000,25-09-1999,Barcelona,Betis,4,1,H,2,1,H
1999-2000,25-09-1999,Malaga,Real Madrid,1,1,D,0,1,A
1999-2000,25-09-1999,Sociedad,Celta,0,2,A,0,0,D
1999-2000,25-09-1999,Valencia,Valladolid,0,0,D,0,0,D
1999-2000,26-09-1999,Ath Madrid,Santander,2,0,H,0,0,D
1999-2000,26-09-1999,La Coruna,Numancia,0,2,A,0,1,A
1999-2000,26-09-1999,Mallorca,Ath Bilbao,2,1,H,1,0,H
1999-2000,26-09-1999,Oviedo,Alaves,1,0,H,1,0,H
1999-2000,26-09-1999,Sevilla,Espanol,1,2,A,1,1,D
1999-2000,26-09-1999,Vallecano,Zaragoza,0,1,A,0,0,D
1999-2000,02-10-1999,Numancia,Malaga,1,1,D,0,1,A
1999-2000,02-10-1999,Valladolid,Barcelona,0,2,A,0,1,A
1999-2000,03-10-1999,Alaves,Sevilla,0,0,D,0,0,D
1999-2000,03-10-1999,Ath Bilbao,La Coruna,2,3,A,0,1,A
1999-2000,03-10-1999,Betis,Oviedo,1,0,H,1,0,H
1999-2000,03-10-1999,Celta,Mallorca,1,0,H,0,0,D
1999-2000,03-10-1999,Espanol,Ath Madrid,3,1,H,1,1,D
1999-2000,03-10-1999,Real Madrid,Valencia,2,3,A,0,3,A
1999-2000,03-10-1999,Santander,Vallecano,1,1,D,0,0,D
1999-2000,03-10-1999,Zaragoza,Sociedad,2,0,H,0,0,D
1999-2000,11-10-1999,Ath Madrid,Alaves,1,0,H,0,0,D
1999-2000,12-10-1999,Malaga,Ath Bilbao,3,4,A,1,1,D
1999-2000,12-10-1999,Mallorca,La Coruna,2,2,D,0,0,D
1999-2000,12-10-1999,Sevilla,Betis,3,0,H,1,0,H
1999-2000,13-10-1999,Barcelona,Real Madrid,2,2,D,1,1,D
1999-2000,13-10-1999,Celta,Zaragoza,2,1,H,1,1,D
1999-2000,13-10-1999,Oviedo,Valladolid,1,1,D,1,0,H
1999-2000,13-10-1999,Sociedad,Santander,2,5,A,1,0,H
1999-2000,13-10-1999,Valencia,Numancia,4,0,H,1,0,H
1999-2000,13-10-1999,Vallecano,Espanol,2,1,H,0,0,D
1999-2000,16-10-1999,Ath Bilbao,Valencia,1,0,H,1,0,H
1999-2000,16-10-1999,La Coruna,Malaga,4,1,H,1,1,D
1999-2000,16-10-1999,Numancia,Barcelona,3,3,D,0,1,A
1999-2000,16-10-1999,Real Madrid,Oviedo,2,2,D,2,1,H
1999-2000,16-10-1999,Santander,Celta,3,0,H,3,0,H
1999-2000,17-10-1999,Alaves,Vallecano,0,1,A,0,0,D
1999-2000,17-10-1999,Betis,Ath Madrid,2,1,H,1,1,D
1999-2000,17-10-1999,Espanol,Sociedad,0,0,D,0,0,D
1999-2000,17-10-1999,Valladolid,Sevilla,2,1,H,1,1,D
1999-2000,17-10-1999,Zaragoza,Mallorca,3,0,H,0,0,D
1999-2000,23-10-1999,Barcelona,Ath Bilbao,4,0,H,1,0,H
1999-2000,23-10-1999,Sevilla,Real Madrid,1,1,D,1,0,H
1999-2000,23-10-1999,Valencia,La Coruna,2,0,H,1,0,H
1999-2000,24-10-1999,Ath Madrid,Valladolid,3,1,H,1,0,H
1999-2000,24-10-1999,Celta,Espanol,2,1,H,1,1,D
1999-2000,24-10-1999,Mallorca,Malaga,2,1,H,2,0,H
1999-2000,24-10-1999,Oviedo,Numancia,1,0,H,0,0,D
1999-2000,24-10-1999,Sociedad,Alaves,1,1,D,1,1,D
1999-2000,24-10-1999,Vallecano,Betis,1,3,A,0,0,D
1999-2000,24-10-1999,Zaragoza,Santander,4,1,H,1,0,H
1999-2000,30-10-1999,La Coruna,Barcelona,2,1,H,2,0,H
1999-2000,30-10-1999,Malaga,Valencia,1,1,D,1,0,H
1999-2000,30-10-1999,Real Madrid,Ath Madrid,1,3,A,1,3,A
1999-2000,31-10-1999,Alaves,Celta,1,0,H,0,0,D
1999-2000,31-10-1999,Ath Bilbao,Oviedo,1,1,D,1,1,D
1999-2000,31-10-1999,Betis,Sociedad,1,0,H,1,0,H
1999-2000,31-10-1999,Espanol,Zaragoza,1,1,D,0,1,A
1999-2000,31-10-1999,Numancia,Sevilla,2,0,H,1,0,H
1999-2000,31-10-1999,Santander,Mallorca,1,1,D,0,0,D
1999-2000,31-10-1999,Valladolid,Vallecano,1,2,A,0,1,A
1999-2000,06-11-1999,Vallecano,Real Madrid,2,3,A,2,0,H
1999-2000,07-11-1999,Ath Madrid,Numancia,2,2,D,2,0,H
1999-2000,07-11-1999,Barcelona,Malaga,1,2,A,1,2,A
1999-2000,07-11-1999,Celta,Betis,5,1,H,3,1,H
1999-2000,07-11-1999,Mallorca,Valencia,1,0,H,0,0,D
1999-2000,07-11-1999,Oviedo,La Coruna,0,1,A,0,0,D
1999-2000,07-11-1999,Santander,Espanol,2,2,D,1,1,D
1999-2000,07-11-1999,Sevilla,Ath Bilbao,0,0,D,0,0,D
1999-2000,07-11-1999,Sociedad,Valladolid,3,0,H,2,0,H
1999-2000,07-11-1999,Zaragoza,Alaves,2,1,H,1,0,H
1999-2000,20-11-1999,Ath Bilbao,Ath Madrid,4,2,H,2,1,H
1999-2000,20-11-1999,Valencia,Barcelona,3,1,H,2,1,H
1999-2000,21-11-1999,Betis,Zaragoza,2,0,H,1,0,H
1999-2000,21-11-1999,Espanol,Mallorca,1,2,A,0,2,A
1999-2000,21-11-1999,Malaga,Oviedo,4,0,H,2,0,H
1999-2000,21-11-1999,Numancia,Vallecano,3,1,H,0,0,D
1999-2000,21-11-1999,Real Madrid,Sociedad,1,1,D,0,0,D
1999-2000,21-11-1999,Valladolid,Celta,1,3,A,0,1,A
1999-2000,22-11-1999,La Coruna,Sevilla,5,2,H,2,1,H
1999-2000,27-11-1999,Sevilla,Malaga,0,0,D,0,0,D
1999-2000,28-11-1999,Ath Madrid,La Coruna,1,3,A,0,3,A
1999-2000,28-11-1999,Celta,Real Madrid,1,0,H,1,0,H
1999-2000,28-11-1999,Espanol,Alaves,2,3,A,1,2,A
1999-2000,28-11-1999,Mallorca,Barcelona,3,2,H,2,1,H
1999-2000,28-11-1999,Oviedo,Valencia,0,0,D,0,0,D
1999-2000,28-11-1999,Santander,Betis,1,1,D,1,1,D
1999-2000,28-11-1999,Sociedad,Numancia,2,1,H,0,1,A
1999-2000,28-11-1999,Vallecano,Ath Bilbao,1,2,A,0,2,A
1999-2000,28-11-1999,Zaragoza,Valladolid,1,1,D,1,0,H
1999-2000,04-12-1999,Ath Bilbao,Sociedad,1,1,D,1,0,H
1999-2000,04-12-1999,Barcelona,Oviedo,3,2,H,3,0,H
1999-2000,04-12-1999,Real Madrid,Zaragoza,1,5,A,0,3,A
1999-2000,04-12-1999,Valencia,Sevilla,2,0,H,1,0,H
1999-2000,05-12-1999,Alaves,Mallorca,2,2,D,1,0,H
1999-2000,05-12-1999,Betis,Espanol,2,5,A,1,0,H
1999-2000,05-12-1999,La Coruna,Vallecano,3,2,H,3,1,H
1999-2000,05-12-1999,Malaga,Ath Madrid,2,3,A,1,2,A
1999-2000,05-12-1999,Numancia,Celta,3,1,H,1,0,H
1999-2000,05-12-1999,Valladolid,Santander,1,0,H,1,0,H
1999-2000,08-12-1999,Alaves,Santander,2,1,H,1,0,H
1999-2000,11-12-1999,Sevilla,Barcelona,3,2,H,1,1,D
1999-2000,12-12-1999,Alaves,Betis,2,0,H,1,0,H
1999-2000,12-12-1999,Ath Madrid,Valencia,1,2,A,1,1,D
1999-2000,12-12-1999,Celta,Ath Bilbao,1,1,D,1,0,H
1999-2000,12-12-1999,Espanol,Valladolid,1,1,D,1,0,H
1999-2000,12-12-1999,Mallorca,Oviedo,1,1,D,0,0,D
1999-2000,12-12-1999,Santander,Real Madrid,1,1,D,0,1,A
1999-2000,12-12-1999,Sociedad,La Coruna,0,1,A,0,1,A
1999-2000,12-12-1999,Vallecano,Malaga,4,1,H,2,1,H
1999-2000,12-12-1999,Zaragoza,Numancia,3,3,D,1,1,D
1999-2000,18-12-1999,La Coruna,Celta,1,0,H,0,0,D
1999-2000,18-12-1999,Real Madrid,Espanol,2,1,H,1,1,D
1999-2000,18-12-1999,Valladolid,Alaves,1,1,D,0,1,A
1999-2000,19-12-1999,Ath Bilbao,Zaragoza,2,2,D,2,2,D
1999-2000,19-12-1999,Barcelona,Ath Madrid,2,1,H,1,1,D
1999-2000,19-12-1999,Betis,Mallorca,1,0,H,0,0,D
1999-2000,19-12-1999,Malaga,Sociedad,0,0,D,0,0,D
1999-2000,19-12-1999,Numancia,Santander,2,1,H,1,0,H
1999-2000,19-12-1999,Oviedo,Sevilla,4,2,H,1,1,D
1999-2000,19-12-1999,Valencia,Vallecano,3,1,H,1,0,H
1999-2000,21-12-1999,Alaves,Real Madrid,1,3,A,0,1,A
1999-2000,22-12-1999,Ath Madrid,Oviedo,5,0,H,3,0,H
1999-2000,22-12-1999,Betis,Valladolid,0,1,A,0,0,D
1999-2000,22-12-1999,Celta,Malaga,2,4,A,1,1,D
1999-2000,22-12-1999,Espanol,Numancia,3,1,H,0,1,A
1999-2000,22-12-1999,Mallorca,Sevilla,3,1,H,0,0,D
1999-2000,22-12-1999,Santander,Ath Bilbao,2,2,D,1,1,D
1999-2000,22-12-1999,Sociedad,Valencia,0,0,D,0,0,D
1999-2000,22-12-1999,Vallecano,Barcelona,1,1,D,1,0,H
1999-2000,22-12-1999,Zaragoza,La Coruna,2,1,H,1,0,H
1999-2000,04-01-2000,Valencia,Celta,1,1,D,1,0,H
1999-2000,05-01-2000,Ath Bilbao,Espanol,2,1,H,1,1,D
1999-2000,05-01-2000,Barcelona,Sociedad,3,1,H,2,0,H
1999-2000,05-01-2000,La Coruna,Santander,0,3,A,0,1,A
1999-2000,05-01-2000,Malaga,Zaragoza,0,0,D,0,0,D
1999-2000,05-01-2000,Mallorca,Valladolid,0,0,D,0,0,D
1999-2000,05-01-2000,Numancia,Alaves,0,0,D,0,0,D
1999-2000,05-01-2000,Oviedo,Vallecano,2,0,H,1,0,H
1999-2000,05-01-2000,Sevilla,Ath Madrid,2,1,H,2,0,H
1999-2000,08-01-2000,Espanol,La Coruna,0,0,D,0,0,D
1999-2000,09-01-2000,Alaves,Ath Bilbao,1,2,A,1,1,D
1999-2000,09-01-2000,Ath Madrid,Mallorca,1,0,H,0,0,D
1999-2000,09-01-2000,Betis,Numancia,1,2,A,1,0,H
1999-2000,09-01-2000,Celta,Barcelona,0,2,A,0,1,A
1999-2000,09-01-2000,Santander,Malaga,2,3,A,1,1,D
1999-2000,09-01-2000,Sociedad,Oviedo,0,0,D,0,0,D
1999-2000,09-01-2000,Vallecano,Sevilla,2,0,H,1,0,H
1999-2000,09-01-2000,Zaragoza,Valencia,4,2,H,2,1,H
1999-2000,15-01-2000,Vallecano,Ath Madrid,1,1,D,1,1,D
1999-2000,16-01-2000,Alaves,La Coruna,2,1,H,1,0,H
1999-2000,16-01-2000,Betis,Ath Bilbao,2,1,H,1,0,H
1999-2000,16-01-2000,Celta,Oviedo,5,3,H,4,2,H
1999-2000,16-01-2000,Espanol,Malaga,0,2,A,0,0,D
1999-2000,16-01-2000,Santander,Valencia,1,1,D,0,1,A
1999-2000,16-01-2000,Sociedad,Sevilla,1,1,D,0,1,A
1999-2000,16-01-2000,Valladolid,Numancia,2,0,H,0,0,D
1999-2000,16-01-2000,Zaragoza,Barcelona,0,0,D,0,0,D
1999-2000,17-01-2000,Real Madrid,Mallorca,2,1,H,0,1,A
1999-2000,22-01-2000,La Coruna,Betis,2,0,H,1,0,H
1999-2000,23-01-2000,Ath Bilbao,Valladolid,1,0,H,1,0,H
1999-2000,23-01-2000,Ath Madrid,Sociedad,1,1,D,1,0,H
1999-2000,23-01-2000,Barcelona,Santander,1,0,H,1,0,H
1999-2000,23-01-2000,Malaga,Alaves,0,1,A,0,1,A
1999-2000,23-01-2000,Mallorca,Vallecano,2,1,H,1,0,H
1999-2000,23-01-2000,Numancia,Real Madrid,0,0,D,0,0,D
1999-2000,23-01-2000,Oviedo,Zaragoza,1,0,H,0,0,D
1999-2000,23-01-2000,Sevilla,Celta,0,1,A,0,0,D
1999-2000,23-01-2000,Valencia,Espanol,1,2,A,1,1,D
1999-2000,26-01-2000,Real Madrid,Betis,2,1,H,0,0,D
